0.130174292	0.426715177
0.130142908	0.431279607
0.130111272	0.435790587
0.130079432	0.440248535
0.130047435	0.444653871
0.130015327	0.449007014
0.129983156	0.453308384
0.12995097	0.457558399
0.129918814	0.461757478
0.129886737	0.465906041
0.129854784	0.470004507
0.129823005	0.474053295
0.129791445	0.478052825
0.129760152	0.482003514
0.129729172	0.485905784
0.129698554	0.489760052
0.129668343	0.493566739
0.129638588	0.497326262
0.129609335	0.501039042
0.129580631	0.504705497
0.129552524	0.508326048
0.129525061	0.511901112
0.129498288	0.515431109
0.129472253	0.518916458
0.129447003	0.522357579
0.129422586	0.525754891
0.129399047	0.529108812
0.129376435	0.532419763
0.129354796	0.535688161
0.129334178	0.538914427
0.129314627	0.542098979
0.129296192	0.545242238
0.129278918	0.548344621
0.129262853	0.551406548
0.129248044	0.554428438
0.129234539	0.557410711
0.129222384	0.560353786
0.129211626	0.563258081
0.129202313	0.566124016
0.129194492	0.568952011
0.129188209	0.571742483
0.129183513	0.574495854
0.129180449	0.577212541
0.129179066	0.579892964
0.12917941	0.582537542
0.129181529	0.585146694
0.129185469	0.58772084
0.129191277	0.590260398
0.129199002	0.592765788
0.129208689	0.595237429
0.129220386	0.597675741
0.129234141	0.600081141
0.129249999	0.60245405
0.129268009	0.604794887
0.129288218	0.607104071
0.129310672	0.609382021
0.129335418	0.611629156
0.129362505	0.613845895
0.129391978	0.616032658
0.129423886	0.618189864
0.129458274	0.620317932
0.129495191	0.622417281
0.129534683	0.62448833
0.129576798	0.626531499
0.129621582	0.628547207
0.129669083	0.630535872
0.129719348	0.632497915
0.129772424	0.634433753
0.129828358	0.636343808
0.129887197	0.638228496
0.129948989	0.640088239
0.13001378	0.641923454
0.130081617	0.643734562
0.130152548	0.645521981
0.13022662	0.64728613
0.13030388	0.649027429
0.130384375	0.650746297
0.130468152	0.652443153
0.130555258	0.654118417
0.13064574	0.655772506
0.130739646	0.657405842
0.130837023	0.659018842
0.130937917	0.660611926
0.131042376	0.662185513
0.131150447	0.663740022
0.131262177	0.665275873
0.131377613	0.666793485
0.131496803	0.668293276
0.131619793	0.669775667
0.13174663	0.671241075
0.131877362	0.672689922
0.132012036	0.674122624
0.132150698	0.675539603
0.132293397	0.676941276
0.132440179	0.678328064
0.132591091	0.679700385
0.13274618	0.681058658
0.132905493	0.682403303
0.133069079	0.683734739
0.133236983	0.685053385
0.133409252	0.68635966
0.133585935	0.687653983
0.133767077	0.688936774
0.133952727	0.690208452
0.134142931	0.691469436
0.134337736	0.692720141
0.134537154	0.693960831
0.134741158	0.695191573
0.134949715	0.696412422
0.135162792	0.697623431
0.13538036	0.698824654
0.135602384	0.700016146
0.135828834	0.701197961
0.136059678	0.702370152
0.136294884	0.703532773
0.13653442	0.704685879
0.136778253	0.705829524
0.137026353	0.706963762
0.137278687	0.708088646
0.137535223	0.709204232
0.13779593	0.710310572
0.138060776	0.711407721
0.138329728	0.712495732
0.138602755	0.713574661
0.138879824	0.714644561
0.139160905	0.715705486
0.139445965	0.71675749
0.139734973	0.717800628
0.140027895	0.718834952
0.140324701	0.719860518
0.140625359	0.720877379
0.140929837	0.721885589
0.141238102	0.722885203
0.141550123	0.723876274
0.141865869	0.724858857
0.142185306	0.725833005
0.142508404	0.726798773
0.14283513	0.727756214
0.143165453	0.728705383
0.14349934	0.729646334
0.14383676	0.73057912
0.144177681	0.731503796
0.144522071	0.732420416
0.144869898	0.733329034
0.14522113	0.734229704
0.145575736	0.73512248
0.145933683	0.736007415
0.146294939	0.736884565
0.146659473	0.737753983
0.147027253	0.738615723
0.147398247	0.739469839
0.147772422	0.740316386
0.148149748	0.741155416
0.148530192	0.741986985
0.148913722	0.742811147
0.149300307	0.743627954
